word,meaning,pos,language_id,meaning_language_id,dictionary_id,
ಕಂತುಕ ,ಚೆಂಡು,NULL,1,1,6,
ಕಂತುಕೇಳಿ ,ರತಿಕ್ರೀಡೆ,NULL,1,1,6,
ಕಂತುಜನಕ ,ಮನ್ಮಥನ ತಂದೆಯಾದ ಶ್ರೀಹರಿ,NULL,1,1,6,
ಕಂತುದಹನ ,ಕಾಮನನ್ನು ದಹಿಸಿದವ-ಶಿವ,NULL,1,1,6,
"ಕಂತುನಯ್ಯ, ಕಂತುಪಿತ ",ಮನ್ಮಥನ ತಂದೆ-ವಿಷ್ಣು,NULL,1,1,6,
ಕಂತುವೈರಿ ,ಶಿವ,NULL,1,1,6,
ಕಂತುಹರ ,ಮನ್ಮಥನನ್ನು ಕೊಂದವ-ಶಿವ,NULL,1,1,6,
ಕಂತುಹರಧನು ,ಶಿವಧನಸ್ಸು,NULL,1,1,6,
ಕಂತೆ ,ವ್ಯರ್ಥವಾದದ್ದು; ಕಟ್ಟುಕತೆ; ಹೊರೆ,NULL,1,1,6,
ಕಂತೆಕಟ್ಟು ,ಸ್ಥಳ ಬಿಟ್ಟು ಹೊರಡು,NULL,1,1,6,
ಕಂಥಗೆ ,ಹರಕು ಬಟ್ಟೆ; ಪಂಚಭೂತಗಳಿಂದ ನಿರ್ಮಿತ ಶರೀರ,NULL,1,1,6,
ಕಂಥಾಪಟ ,ಚಿಂದಿಬಟ್ಟೆ,NULL,1,1,6,
ಕಂಥೆ ,ಹರಕುಮುರುಕು ಬಟ್ಟೆ,NULL,1,1,6,
ಕಂದಕ ,"ತಗ್ಗು, ಹಳ್ಳ",NULL,1,1,6,
ಕಂದನಕಾಯ್ದ ,ಪ್ರಹ್ಲಾದವರದ ನರಸಿಂಹ,NULL,1,1,6,
ಕಂದರ ,"ಕೊರಳು, ಕುತ್ತಿಗೆ",NULL,1,1,6,
ಕಂದರದಶ ,"ಹತ್ತುತಲೆಯವ, ರಾವಣ",NULL,1,1,6,
ಕಂದರ್ಪ ,ಮನ್ಮಥ,NULL,1,1,6,
"ಕಂದರ್ಪಜನಕ, ಕಂದರ್ಪನಯ್ಯ, ಕಂದರ್ಪಪಿತ ",ಮನ್ಮಥನ ತಂದೆ-ವಿಷ್ಣು,NULL,1,1,6,
ಕಂದರ್ಪಹರ ,ಶಿವ,NULL,1,1,6,
ಕಂದಲಿ ,ಬಾವುಟ,NULL,1,1,6,
ಕಂದಲು ,ಚಿಕ್ಕ ನೀರಿನ ಗಡಿಗೆ,NULL,1,1,6,
ಕಂದಾಯ ,"ಸರ್ಕಾರಕ್ಕೆ ಕೊಡುವ ನಿರ್ದಿಷ್ಟ ಹಣ, ತೆರಿಗೆ",NULL,1,1,6,
ಕಂದಿಕುಂದಿ ,"ಬಹಳಷ್ಟು ಕಷ್ಟ ಪಟ್ಟು, ಬಳಲಿ",NULL,1,1,6,
ಕಂದು ,ಕಳಾಹೀನ; ನೀಲಿಬಣ್ಣ,NULL,1,1,6,
ಕಂದುಕ ,ಚೆಂಡು,NULL,1,1,6,
ಕಂದುಕಂಧರ ,ಕಂದು-ಕೆಂಪು ಮಿಶ್ರವಾದ ಕಪ್ಪು ಕೊರಳು; ನೀಲಕಂಠ-ಶಿವ,NULL,1,1,6,
"ಕಂದುಕೊರಳ, ಕಂದುಗೊರಳ ","ವಿಷಕಂಠ, ನೀಲಕಂಠ-ಶಿವ",NULL,1,1,6,
ಕಂಧರ ,"ಕಂಠ, ಕೊರಳು; ಮೋಡ",NULL,1,1,6,
ಕಂಬಳಿ ಬುತ್ತಿ ,ಕಂಬಳಿಯಲ್ಲಿ ಅನ್ನವನ್ನು ಕಟ್ಟಿದಂತೆ ವ್ಯರ್ಥ,NULL,1,1,6,
ಕಂಬಸೂತ್ರಗೊಂಬೆ ,ಕಂಬಿ(ಸಲಾಕೆ)ಯಿಂದ ಆಡಿಸುವ ಸೂತ್ರದ ಗೊಂಬೆ,NULL,1,1,6,
ಕಂಬಿ ,"ಬೆತ್ತ, ಕೋಲು, ಅಡ್ಡೆ, ಕಾವಡಿ",NULL,1,1,6,
ಕಂಬು ,ಶಂಖ; ನೀರು; ಆನೆ; ಬಿಳಿ,NULL,1,1,6,
"ಕಂಬುಕಂಠ, ಕಂಬುಕಂಧರ, ಕಂಬುಗೊರಳ, ಕಂಬುಗ್ರೀವ ","ಶಂಖದಂತಹ ಕೊರಳುಳ್ಳವನು, ಗಣಪತಿ",NULL,1,1,6,
ಕಂಬುತುರಂಗಪ ,ಶಂಖದಂತೆ ಕೊರಳುಳ್ಳ ಕುದುರೆಯ ಒಡೆಯ-ಕಲ್ಕಿ,NULL,1,1,6,
ಕಂಭವಿದಾರಣ ,ಕಂಭ ಒಡೆದು ಬಂದವನು-ನರಸಿಂಹ,NULL,1,1,6,
ಕಂಸಘ್ನ ,ಕೃಷ್ಣ,NULL,1,1,6,
ಕಂಸಾರಿ ,ಕಂಸನ ಶತ್ರು-ಕೃಷ್ಣ,NULL,1,1,6,
ಕಂಸಾಳ ,ಕಂಚಿನ ದೊಡ್ಡ ತಾಳ,NULL,1,1,6,
ಕಕಮಕಮಾಡು ,"ದಿಕ್ಕು ತಪ್ಪಿಸು, ಕಂಗೆಡಿಸು",NULL,1,1,6,
ಕಕವಿಕ ,"ಕಕ್ಕಾಬಿಕ್ಕಿ, ಭ್ರಾಂತಿ",NULL,1,1,6,
ಕಕುದಿ ,"ಡುಬ್ಬುಉಳ್ಳುದು, ಗೂಳಿ",NULL,1,1,6,
ಕಕುಧ ,ಪ್ರಮುಖ,NULL,1,1,6,
ಕಕುಭೇಶ ,ದಿಕ್ಪಾಲಕ; ಆಕಾಶದಲ್ಲಿ ಹೊಳೆವ ಚಂದ್ರ,NULL,1,1,6,
"ಕಕುಭ್, ಕಕುಭ ","ಆಕಾಶ, ದಿಕ್ಕು; ಮತ್ತಿ ಮರ",NULL,1,1,6,
ಕಕುಲಾತಿ ,"ಚಿಂತೆ, ಕಳವಳ; ಕರುಣೆ, ಹಂಬಲು, ಮೋಹ",NULL,1,1,6,
ಕಕ್ಕಡ ,"ದೀವಟಿಗೆ, ಪಂಜು",NULL,1,1,6,
ಕಕ್ಕರ ,ಮಾಸಲುಬಣ್ಣ; ಕಷ್ಟ,NULL,1,1,6,
ಕಕ್ಕಸ ,"ಕರ್ಕಶ, ಕಷ್ಟ; ಸೊಕ್ಕು, ಜೋರು",NULL,1,1,6,
ಕಕ್ಕಸಬಡು ,"ದುಃಖಪಡು, ಕಷ್ಟಪಡು",NULL,1,1,6,
ಕಕ್ಕುಲತೆ ,"ಲೋಭ; ಆಸಕ್ತಿ, ಪ್ರೀತಿ; ಚಿಂತೆ",NULL,1,1,6,
ಕಕ್ಕುಲಾತಿ ,"ಕಳವಳ; ಕರುಣೆ, ದಯೆ, ಅಂತಃಕರಣ, ಪ್ರೀತಿ",NULL,1,1,6,
ಕಕ್ಷ ,"ಚರ್ಚೆ; ಅಡವಿ, ಅಂಗಳ; ಕಂಕಳು; ಪಕ್ಷ, ಸ್ಥಾನ, ತರಗತಿ",NULL,1,1,6,
ಕಕ್ಷಕ್ರಮ ,ತಾರತಮ್ಯದ ಪ್ರಕಾರ,NULL,1,1,6,
ಕಕ್ಷಪ್ರಾಣ ,ತೈಜಸಾಹಂಕಾರದಿಂದ ಉದ್ಭೂತವಾದ ಪ್ರಾಣ,NULL,1,1,6,
ಕಕ್ಷಭುಕ್‌ಜ್ವಾಲೆ ,"ಬೆಂಕಿಯ ಜ್ವಾಲೆ, ಕಾಡುಗಿಚ್ಚು",NULL,1,1,6,
ಕಕ್ಷವಹ್ನಿ ,ದಾವಾನಲ,NULL,1,1,6,
ಕಕ್ಷಾಂತರ ,"ರಾಣೀವಾಸ, ಅಂತಃಪುರ",NULL,1,1,6,
ಕಕ್ಷಾಶನ ,"ಅಗ್ನಿ, ಕಾಡಿನ ಬೆಂಕಿ",NULL,1,1,6,
ಕಗ್ಗೊರಲೆ ,ಕರಿಕೊರಲೆ(ಕೊರಲೆ-ಒಂದು ಸಸ್ಯ ವಿಶೇಷ),NULL,1,1,6,
ಕಚ ,ಕೂದಲು; ಬೃಹಸ್ಪತಿ ಪುತ್ರ,NULL,1,1,6,
ಕಚಕ ,ಕೂದಲನ್ನು ಗಂಟು ಕಟ್ಟಿದವನು,NULL,1,1,6,
ಕಚೋರ ,ಅರಿವಾಳ,NULL,1,1,6,
ಕಚ್ಚು ,ಹಲ್ಲಿನಿಂದ ಕಚ್ಚುವುದು; ತುತ್ತು; ಕಲಗಚ್ಚು,NULL,1,1,6,
ಕಚ್ಚುಕದತನ ,ಚಾಂಚಲ್ಯ; ವಿರೋಧ,NULL,1,1,6,
ಕಚ್ಚುಟ ,"ಕೌಪೀನ, ಲಂಗೋಟಿ",NULL,1,1,6,
ಕಚ್ಚೆಹರುಕ ,"ಕಾಮುಕ, ವ್ಯಭಿಚಾರಿ",NULL,1,1,6,
ಕಚ್ಛಪ ,ಆಮೆ,NULL,1,1,6,
"ಕಜ್ಜಲ, ಕಜ್ಜಳ ","ಕಾಡಿಗೆ, ಕಪ್ಪು; ಮೋಡ",NULL,1,1,6,
ಕಜ್ಜಾಯ ,"ಒಂದು ಬಗೆಯ ಸಿಹಿ ತಿಂಡಿ, ಅತಿರಸ",NULL,1,1,6,
ಕಟಕ ,"ರಾಜಧಾನಿ; ಸೈನ್ಯ, ಗುಂಪು; ಸೇವೆ; ಚಿನ್ನ; ಬಳೆ; ಏಡಿ",NULL,1,1,6,
ಕಟಕಮಕುಟ ,ಬಂಗಾರದ ಕಿರೀಟ,NULL,1,1,6,
ಕಟಕು ,ಕಪ್ಪು ಅಥವಾ ಕೆಂಪಾದ ಜೇಡಿಮಣ್ಣು,NULL,1,1,6,
ಕಟಗರಿಸು ,ಹಲ್ಲಿಗೆ ಹಲ್ಲು ಕೂಡು,NULL,1,1,6,
ಕಟಪಟಿ(ಟೆ) ,"ಹಿಂಸೆ, ತೊಂದರೆ (ಮರಾಠಿಯ ಖಟಪಟ)",NULL,1,1,6,
ಕಟವಾಯಿ ,ಬಾಯಿಯ ಕೊನೆಯ ಭಾಗ,NULL,1,1,6,
ಕಟಾಕ್ಷ ,"ದೃಷ್ಟಿ, ಓರೆನೋಟ, ಅನುಗ್ರಹ",NULL,1,1,6,
ಕಟಾಹ ,"ಕಡಾಯಿ, ಕೊಪ್ಪರಿಗೆ",NULL,1,1,6,
ಕಟಿ ,"ಸೊಂಟ, ನಡು; ಬಿರುಸು",NULL,1,1,6,
ಕಟಿಕಟಾಂಗ ,ದೊಡ್ಡ ಹೊಟ್ಟೆಯುಳ್ಳವ-ಗಣಪತಿ,NULL,1,1,6,
ಕಟಿತಟ ,ನಿತಂಬ,NULL,1,1,6,
ಕಟಿತಟಾಂಚಿತ ,ಸೊಂಟಪ್ರದೇಶದಿಂದ ಕೂಡಿದ,NULL,1,1,6,
"ಕಟಿಹಾರ, ಕಟಿಸೂತ್ರ ","ಸೊಂಟದ ಡಾಬು, ಒಡ್ಯಾಣ",NULL,1,1,6,
ಕಟು ,ಕಹಿ,NULL,1,1,6,
ಕಟುಜನ ,ದುಷ್ಟಜನ,NULL,1,1,6,
ಕಟ್ಟಕದನ ,ದುಷ್ಟರ ಹೋರಾಟ,NULL,1,1,6,
ಕಟ್ಟಲೆ(ಳೆ) ,"ಪದ್ಧತಿ, ನಿಯಮ; ಕಾಣಿಕೆ",NULL,1,1,6,
ಕಟ್ಟಾಣಿ ,"ಶ್ರೇಷ್ಠವಾದ ಮುತ್ತು, ಬಲುಬೆಲೆಯ ಮುತ್ತಿನ ಸರ; ಅತಿ ಚೆಲುವೆ",NULL,1,1,6,
ಕಟ್ಟಾಳು ,"ಶೂರ, ಪರಾಕ್ರಮಿ",NULL,1,1,6,
ಕಟ್ಟಾಹ ,"ಕೊಪ್ಪರಿಗೆ, ಕಡಾಯಿ",NULL,1,1,6,
ಕಟ್ಟಿಏಳುದಿನ ,"ಗೋವರ್ಧನೋದ್ಧರಣ, ಏಳು ದಿನಗಳಕಾಲ ಕುಂಭದ್ರೋಣ ಮಳೆ ಹಿಡಿದ ಸಂದರ್ಭ",NULL,1,1,6,
ಕಟ್ಟಿಗೆ ,"ದಂಡಿಗೆ, ಸೌದೆ",NULL,1,1,6,
ಕಟ್ಟಿಗೆಯವ ,"ಪರಿಚಾರಕ, ಬೆಳ್ಳಿಯ ಕೋಲನ್ನು ಹಿಡಿದು ದಾರಿ ಬಿಡಿಸುತ್ತ ಮುಂದೆ ಸಾಗುವವ",NULL,1,1,6,
ಕಟ್ಟು ,"ನಿಯಮ, ಕ್ರಮ; ಬಂಧಿಸು; ಕಂತೆ, ಹಿಡಿ; ಒಂದುಗೂಡುವುದು",NULL,1,1,6,
ಕಟ್ಟುಗ್ರ ,ಭಯಂಕರ,NULL,1,1,6,
ಕಟ್ಲೆ ,"ಅವಧಿ, ನಿಯಮ, ಸರದಿ; ಕಟ್ಟಲೆ, ಪದ್ಧತಿ",NULL,1,1,6,
ಕಠ ,"ಒಬ್ಬ ಋಷಿಯ ಹೆಸರು, ವೈಶಂಪಾಯನನ ಶಿಷ್ಯ",NULL,1,1,6,
ಕಠ ,ವಶಿಷ್ಠಗಣಕ್ಕೆ ಸೇರಿದ ಒಬ್ಬ ಋಷಿ,NULL,1,1,6,
ಕಠಾರಿ ,"ಬಾಕು, ಚೂರಿ, ಕತ್ತಿ",NULL,1,1,6,
ಕಡ ,"ಸಾಲ, ಉದ್ದರಿ; ಕಡೆಯುವುದು, ಮಂಥನ",NULL,1,1,6,
ಕಡಂಗು ,"ಕಂದಕ; ಹುರಿದುಂಬಿಸು, ಸಡಗರಿಸು",NULL,1,1,6,
ಕಡಕಲು ,"ಬೇಲಿಯಲ್ಲಿ ಒಬ್ಬರು ಹಾದು ಹೋಗುವಂತೆ ನೆಟ್ಟಿರುವ ಕವೆ, ಅಕ್ಕಳೆ",NULL,1,1,6,
ಕಡಗ ,ಕೈ ಮತ್ತು ಕಾಲುಗಳಿಗೆ ಧರಿಸುವ ಆಭರಣ ವಿಶೇಷ,NULL,1,1,6,
ಕಡಗು<ಕಡಂಗು ,"ಕಂದಕ; ಹುರಿದುಂಬಿಸು, ಸಡಗರಿಸು",NULL,1,1,6,
ಕಡಲಜಳೊಡೆಯ ,ಲಕ್ಷ್ಮಿಯ ಗಂಡ-ವಿಷ್ಣು,NULL,1,1,6,
ಕಡಲತನುಜೆ ,ಲಕ್ಷ್ಮಿ,NULL,1,1,6,
ಕಡಲನಾಲಗೆ ,"ಸಮುದ್ರದನೊರೆ, ನೀರಿನಬುರಗು",NULL,1,1,6,
ಕಡಲವಾಸ ,ಶ್ರೀಹರಿ,NULL,1,1,6,
ಕಡಲಶಯನ ,ಸಾಗರಶಯನ-ವಿಷ್ಣು,NULL,1,1,6,
ಕಡಲೊಡೆಯ ,ಸಮುದ್ರದೊಡೆಯ-ವಿಷ್ಣು,NULL,1,1,6,
ಕಡವರ ,"ಚಿನ್ನ, ಸುವರ್ಣ",NULL,1,1,6,
ಕಡವು ,"ನಡೆದು ಹೊಳೆ ದಾಟುವ ಸ್ಥಳ, ಕಡ",NULL,1,1,6,
ಕಡಹ ,ಸ್ನಾನಘಟ್ಟ,NULL,1,1,6,
"ಕಡಹದಮರ, ಕಡಹಲ್ದಮರ, ಕಡಹಾಯ್ದಮರ ","ಕದಂಬವೃಕ್ಷ, ತಾಳೆಮರ(ಕಡವಾಲ)",NULL,1,1,6,
ಕಡಾರ ,"ಕೊಪ್ಪರಿಗೆ, ಕಡಾಯಿ",NULL,1,1,6,
ಕಡಿ ,"ತುಂಡುಮಾಡು, ತರಿ",NULL,1,1,6,
ಕಡಿಖಂಡ ,ಸಣ್ಣ ಚೂರು,NULL,1,1,6,
ಕಡಿತ ,"ಕಡತ, ಬಟ್ಟೆಯ ಮೇಲೆ ಮಡಿಚುವಂತೆ ಬರೆದಿಟ್ಟ ಗ್ರಂಥ",NULL,1,1,6,
ಕಡು ,"ವಿಶೇಷ, ಅಧಿಕ",NULL,1,1,6,
ಕಡುಕಂಬ ,ಕಡೆಯುವ ಕಂಬ,NULL,1,1,6,
ಕಡುಗು ,ಶಕ್ತಿಗುಂದು,NULL,1,1,6,
ಕಡುಚೆಲ್ವ ,ಬಹಳ ಸುಂದರನಾದವನು,NULL,1,1,6,
ಕಡುಹು ,"ಸಾಹಸ, ಹುರುಪು, ಉತ್ಸಾಹ",NULL,1,1,6,
ಕಡೆ ,ಕಡಗ; ಕೊನೆ,NULL,1,1,6,
ಕಡೆಗಣ್ಣು ,"ನಿರ್ಲಕ್ಷ್ಯದ ದೃಷ್ಟಿ, ಓರೆಗಣ್ಣು",NULL,1,1,6,
ಕಡೆಗಾಣು ,"ಕಡೆಗಣ್ಣಿನಿಂದ ನೋಡು, ಅಲಕ್ಷಿಸು, ತಿರಸ್ಕರಿಸು",NULL,1,1,6,
ಕಡೆಗೆಹಾಕು ,"ದಡ ಮುಟ್ಟಿಸು, ಕಾಪಾಡು",NULL,1,1,6,
ಕಡೆಯ ,"ಕಾಲು ಅಥವಾ ಕೈಗೆ ಹಾಕಿಕೊಳ್ಳುವ ಆಭರಣ, ಕಡಗ",NULL,1,1,6,
ಕಡೆಯತೋಡೆ ,"ಕಡಗ, ಮುಂಗೈಗೆ ತೊಡುವ ಒಂದು ಬಗೆಯ ಆಭರಣ",NULL,1,1,6,
ಕಡೆಹಾಯಿಸು ,"ದಾಟಿಸು, ಮುಟ್ಟಿಸು; ರಕ್ಷಿಸು",NULL,1,1,6,
ಕಡ್ಡಿ ,"ಮರದತುಂಡು, ಕಾಷ್ಠ",NULL,1,1,6,
ಕಡ್ಡಿಕೊಟ್ಟು ಪೇಳುವುದು ,ಶಾಸ್ತ್ರದ ಪುಸ್ತಕಕ್ಕೆ ಕಡ್ಡಿ ಹಾಕಿ ಶಾಸ್ತ್ರ ಕೇಳುವುದು,NULL,1,1,6,
ಕಡ್ಡಿಪುಸ್ತಕ ,ಶಾಸ್ತ್ರದ ಪುಸ್ತಕ,NULL,1,1,6,
ಕಡ್ಡಿಯಂದದಿ ,"ತೃಣಸಮಾನ, ನಿಷ್ಪ್ರಯೋಜಕ ವಸ್ತುವಿನಂತೆ",NULL,1,1,6,
ಕಡ್ಡೆ ,ಕಡೆಯ; ಕಾಲಿಗೆ ತೊಡುವ ಒಂದು ಬಗೆಯ ಒಡವೆ (ಬಿರುದುಗಳ ಸಂಬಂಧದಲ್ಲಿ),NULL,1,1,6,
ಕಣ ,"ಅಣು, ಸಣ್ಣ ಪದಾರ್ಥ; ವಾದಭೂಮಿ; ರವಕೆ ಬಟ್ಟೆ",NULL,1,1,6,
"ಕಣಕ, ಕಣಿಕೆ ",ಕಲಸಿದ ಗೋಧಿ ಮುಂತಾದವುಗಳ ಹಿಟ್ಟು,NULL,1,1,6,
ಕಣಿ ,"ಭವಿಷ್ಯ; ಗಣಿ, ಆಕರ, ನೆಲೆ; ಕಗ್ಗ",NULL,1,1,6,
ಕಣೆ ,"ಬಾಣ, ಮುಳ್ಳು, ಬಿದಿರು ಕೋಲು",NULL,1,1,6,
ಕಣ್ಣಮೀಟು ,"ಕಣ್ಣುಚಿವುಟು, ಕಣ್ಣುಮುಚ್ಚಿ ಸನ್ನೆ ಮಾಡು",NULL,1,1,6,
ಕಣ್ಣಹಾರು ,ಕಣ್ಣು ರೆಪ್ಪೆ ಹೊಡೆದುಕೊಳ್ಳುವುದು,NULL,1,1,6,
ಕಣ್ಣಿ ,"ಉರುಳು, ಹಗ್ಗ",NULL,1,1,6,
ಕಣ್ಣಿಂದ ಕೇಳುವವ ,ಸರ್ಪ,NULL,1,1,6,
ಕಣ್ಣಿಲಿ ,ಕಣ್ಣಿಲ್ಲದವ,NULL,1,1,6,
ಕಣ್ಣಿಲ್ಲದವಳು ,ಅಂಜನಾದೇವಿ,NULL,1,1,6,
ಕಣ್ಣಿಹಗ್ಗ ,"ಊರುಗಂಟು ಹಾಕಿದ ಹಗ್ಗ (ಇದು ಜೋಡು ನುಡಿ. ಕಣ್ಣಿಗೂ ಹಗ್ಗವೆಂದೇ ಅರ್ಥ, ಹೆಣ್ಣು ಹೆಂಗಸು ಎಂಬ ಪ್ರಯೋಗದಂತೆ)",NULL,1,1,6,
ಕಣ್ಣುಗೆಡು ,ಗೊಂದಲಕ್ಕೀಡಾಗು,NULL,1,1,6,
ಕಣ್ಣುಮುಚ್ಚಲೊಲ್ಲನು ,ಶ್ರೀಹರಿಯ ಮತ್ಸ್ಯಾವತಾರ,NULL,1,1,6,
ಕಣ್ಣುಮುಚ್ಚು ,"ಗುಟ್ಟು, ರಹಸ್ಯ",NULL,1,1,6,
ಕಣ್ಣುಮೂಗಿನ ಮಂಚ ,ಶೇಷಶಯನ-ಹಾವಿಗೆ ಕಿವಿಗಳಿಲ್ಲವೆಂಬುದು ಇದರಿಂದ ತಿಳಿಯಬೇಕು,NULL,1,1,6,
ಕಣ್ಣುಮೂರುಳ್ಳವ ,ಶಿವ,NULL,1,1,6,
ಕಣ್ಣುಳ್ಳುವ (?) ,ಶ್ರೇಷ್ಠ (?),NULL,1,1,6,
ಕಣ್ಣೂನ ,ಕುರುಡುತನ,NULL,1,1,6,
"ಕಣ್ಣೊರತಿ, ಕಣ್ಣೊರತೆ ","ಕಣ್ಣೀರಿನ ಧಾರೆ, ಆನಂದಬಾಷ್ಪ",NULL,1,1,6,
ಕತ ,"ಕಾರಣ, ದುಃಖ, ವ್ಯಥೆ",NULL,1,1,6,
ಕತಬಿ ,ಸಾಲದ ಕರಾರು ಪತ್ರ,NULL,1,1,6,
ಕತ್ತರಿಬಾವುಲಿ ,ಕಿವಿಯಾಭರಣ,NULL,1,1,6,
ಕತ್ತಲು ,"ಅಂಧಕಾರ, ರಾತ್ರಿ",NULL,1,1,6,
ಕತ್ತಲೆದೈತ್ಯ ,ತಮನೆಂಬ ದೈತ್ಯ,NULL,1,1,6,
ಕತ್ತಾವರೆ ,"ಕರಿಕಮಲ, ನೈದಿಲೆ",NULL,1,1,6,
ಕತ್ತುರಿ ,ಕಸ್ತೂರಿ,NULL,1,1,6,
ಕಥಕ ,ಕತೆಗಾರ,NULL,1,1,6,
ಕಥನ ,"ಹೇಳುವುದು, ಹೊಗಳುವುದು",NULL,1,1,6,
ಕಥಾನ್ವಿತ ,ಕಥೆಯಿಂದ ತುಂಬಿದ,NULL,1,1,6,
ಕಥಾಪ್ರಸಂಗಿ ,"ಕಥೆ ನಡೆಸಿಕೊಡುವವ, ಭಾಗವತ",NULL,1,1,6,
ಕಥಿತ ,ಹೇಳಿದ,NULL,1,1,6,
ಕದ ,ಬಾಗಿಲು,NULL,1,1,6,
ಕದಂಬ ,"ಪರಿಮಳ ವಸ್ತು; ಕಡಹದ ಮರ, ನೀಪ; ಸಮೂಹ, ಗುಂಪು; ಮಿಶ್ರಬಣ್ಣದ ಕಾಂತಿ",NULL,1,1,6,
ಕದಂಬವನ ,ನೀಪ ವೃಕ್ಷಗಳ ವನ,NULL,1,1,6,
ಕದಕ ,ಮೋಸಗಾರ; ಚಪ್ಪರ,NULL,1,1,6,
ಕದಕನಕೇಳಿಕೆ ,ಮೋಸಗಾರನ ಹೇಳಿಕೆ,NULL,1,1,6,
ಕದಡಾರತಿ<ಕದಲಾರತಿ ,"ಅರಿಶಿನ, ಸುಣ್ಣ ಬೆರಸಿ ಮಾಡಿದ ಆರತಿ",NULL,1,1,6,
ಕದಡು ,"ಕಲಕು, ಒಟ್ಟುಗೂಡಿಸು, ಓಕುಳಿ; ಕೆಣಕು, ಕ್ಷೋಭಗೊಳಿಸು",NULL,1,1,6,
ಕದನ ,ಯುದ್ಧ,NULL,1,1,6,
ಕದನಚಾಪು ,"ಯುದ್ಧರಂಗ, ರಣರಂಗ",NULL,1,1,6,
ಕದನಚೌಪಟಮಲ್ಲ ,ಮಹಾ ಪರಾಕ್ರಮಿ,NULL,1,1,6,
ಕದನ್ನ ,"ಹಳಸಿದ ಅನ್ನ, ಕೆಟ್ಟ ಅನ್ನ",NULL,1,1,6,
ಕದಪು ,"ಗಲ್ಲ, ಕೆನ್ನೆ",NULL,1,1,6,
ಕದಬಾಗಿಲಿರಿಸಿಹ ಕಳ್ಳಮನೆ ,ನವರಂದ್ರಗಳಿಂದ ಕೂಡಿದ ಶರೀರ,NULL,1,1,6,
ಕದರಡಕೆ ,"ಮೃದುವಾದ ಅಡಿಕೆ, ಕಾಚು ಸೇರಿಸಿದ ಅಡಿಕೆ",NULL,1,1,6,
ಕದರು ,ಕದಡು,NULL,1,1,6,
ಕದರೂರು ,ಕದರುಮಂಡಲಗಿ,NULL,1,1,6,
ಕದಲಾರತಿ ,"ಅರಿಶಿನ, ಸುಣ್ಣ ಬೆರಸಿ ಮಾಡಿದ ಆರತಿ",NULL,1,1,6,
ಕದಳಿ ,"ಬಾಳೆಹಣ್ಣು, ಬಾಳೆಗಿಡ",NULL,1,1,6,
ಕದಶನ ,"ಹಳಸಿದ ಅನ್ನ, ಕದನ್ನ",NULL,1,1,6,
ಕದಾಂಬು ,ಕೊಳಚೆ ನೀರು,NULL,1,1,6,
ಕದಿರ ,"ಕಿರಣಗಳನ್ನುಉಳ್ಳವನು, ಸೂರ್ಯ",NULL,1,1,6,
ಕದಿರು ,ಕಿರಣ; ರಾಟೆಯಲ್ಲಿ ನೂತ ನೂಲನ್ನು ಸುತ್ತುವ ದಬ್ಬಳದಂತಹ ಲೋಹದ ಕಡ್ಡಿ,NULL,1,1,6,
ಕದಿರುಂಡಲೀಶ ,ಕದರುಮಂಡಲಿಗಿಯ ಹನುಮಂತ,NULL,1,1,6,
ಕದುವು ,"ಇಕ್ಕಟ್ಟಾದ ತಗ್ಗು, ಕೆಸರು",NULL,1,1,6,
ಕದ್ದಿಕಾರ ,"ಅಪೇಕ್ಞಿಸುವವನು, ಬಯಸುವವನು",NULL,1,1,6,
ಕದ್ರು ,"ದಕ್ಷಬ್ರಹ್ಮನ ಮಗಳು, ಕಶ್ಯಪಮುನಿಯ ಹದಿಮೂರು ಮಂದಿ ಪತ್ನಿಯರಲ್ಲಿ ಒಬ್ಬಳು",NULL,1,1,6,
ಕದ್ರುಜ ,"ಶೇಷದೇವ, ಸರ್ಪ, ಕಾಳಿಂಗಸರ್ಪ",NULL,1,1,6,
ಕದ್ರುಜಧಾರಿ ,ಶಿವ,NULL,1,1,6,
ಕದ್ರುಜಾದಿ ,ಕದ್ರುವಿನ ಮಕ್ಕಳಾದ ಸರ್ಪಗಳು ಮುಂತಾದವು,NULL,1,1,6,
ಕದ್ರುವೇಯ ,ಕದ್ರು-ಕಶ್ಯಪರಲ್ಲಿ ಜನಿಸಿದ ಸರ್ಪ,NULL,1,1,6,
ಕದ್ರುಸುತ ,ನಾಗ,NULL,1,1,6,
ಕನಕ ,ಚಿನ್ನ,NULL,1,1,6,
"ಕನಕಕಶ್ಯಪ, ಕನಕಕಶಿಪು ",ಹಿರಣ್ಯಕಶಿಪು,NULL,1,1,6,
ಕನಕಗರಿಸು ,ಕನವರಿಸು,NULL,1,1,6,
ಕನಕಗರ್ಭ ,ಬ್ರಹ್ಮ,NULL,1,1,6,
ಕನಕಗರ್ಭತನಯ ,ಬ್ರಹ್ಮತನಯನಾದ ನಾರದ,NULL,1,1,6,
ಕನಕಗಿರಿ ,ಮೇರುಪರ್ವತ; ತಿರುಪತಿಯ ಬೆಟ್ಟ,NULL,1,1,6,
ಕನಕತಸ್ಕರ ,ಬಂಗಾರದ ಕಳ್ಳ,NULL,1,1,6,
ಕನಕನಯನ ,"ಹಿರಣ್ಯಾಕ್ಷ, ಕನಕಾಕ್ಷ",NULL,1,1,6,
